PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
10010650,Newfoundland and Labrador,381,3,-0.466,5,1.686,1,-0.813,3,-0.111
10010651,Newfoundland and Labrador,1300,4,-0.060,1,-0.973,2,-0.706,2,-0.444
10010652,Newfoundland and Labrador,485,4,-0.052,1,-1.118,3,-0.539,3,-0.246
10010653,Newfoundland and Labrador,780,4,0.062,2,-0.613,3,-0.527,4,0.101
10010654,Newfoundland and Labrador,554,3,-0.484,2,-0.605,1,-0.794,3,-0.124
10010655,Newfoundland and Labrador,296,3,-0.255,3,-0.280,1,-0.770,3,-0.265
10010656,Newfoundland and Labrador,724,1,-0.958,3,-0.253,2,-0.696,2,-0.359
10010657,Newfoundland and Labrador,387,3,-0.290,4,0.490,1,-0.868,3,-0.320
10010658,Newfoundland and Labrador,345,4,0.403,3,0.092,2,-0.724,3,-0.080
10010659,Newfoundland and Labrador,331,2,-0.813,1,-0.832,2,-0.719,2,-0.563
10010660,Newfoundland and Labrador,174,2,-0.548,1,-1.067,1,-1.040,1,-0.989
10010661,Newfoundland and Labrador,1222,2,-0.771,2,-0.577,3,-0.539,2,-0.418
10010662,Newfoundland and Labrador,369,2,-0.526,2,-0.672,2,-0.596,2,-0.528
10010663,Newfoundland and Labrador,320,1,-1.189,4,0.648,1,-0.836,1,-0.633
10010664,Newfoundland and Labrador,219,1,-1.304,2,-0.532,1,-0.864,1,-0.741
10010666,Newfoundland and Labrador,603,1,-0.934,2,-0.419,2,-0.706,4,0.054
10010667,Newfoundland and Labrador,580,2,-0.753,1,-1.181,2,-0.703,1,-0.897
10010668,Newfoundland and Labrador,607,1,-1.369,2,-0.447,1,-0.758,2,-0.418
10010669,Newfoundland and Labrador,671,2,-0.769,2,-0.387,2,-0.677,3,-0.205
10010670,Newfoundland and Labrador,601,2,-0.570,2,-0.456,1,-0.768,3,-0.206
10010671,Newfoundland and Labrador,938,3,-0.461,1,-1.296,1,-0.775,1,-0.658
10010672,Newfoundland and Labrador,425,1,-0.839,2,-0.654,1,-0.843,2,-0.580
10010673,Newfoundland and Labrador,316,2,-0.654,3,-0.192,1,-0.830,3,-0.137
10010674,Newfoundland and Labrador,393,3,-0.434,2,-0.437,2,-0.704,3,-0.066
10010675,Newfoundland and Labrador,540,2,-0.601,2,-0.642,1,-0.791,2,-0.448
10010676,Newfoundland and Labrador,486,2,-0.783,3,-0.237,1,-0.809,4,0.112
10010677,Newfoundland and Labrador,451,3,-0.140,3,-0.196,1,-0.818,4,0.162
10010678,Newfoundland and Labrador,589,2,-0.794,2,-0.511,2,-0.649,3,-0.121
10010679,Newfoundland and Labrador,752,2,-0.749,3,-0.019,1,-0.814,2,-0.341
10010680,Newfoundland and Labrador,208,3,-0.252,4,0.419,2,-0.622,4,0.319
10010681,Newfoundland and Labrador,617,2,-0.818,4,0.343,2,-0.708,4,-0.025
10010683,Newfoundland and Labrador,882,1,-1.094,2,-0.415,1,-0.773,3,-0.075
10010684,Newfoundland and Labrador,618,3,-0.246,3,-0.045,2,-0.679,4,0.000
10010685,Newfoundland and Labrador,1142,2,-0.790,2,-0.736,2,-0.723,3,-0.239
10010686,Newfoundland and Labrador,429,2,-0.670,5,0.853,1,-0.810,3,-0.084
10010687,Newfoundland and Labrador,114,1,-1.040,5,1.913,1,-0.755,4,0.071
10010688,Newfoundland and Labrador,396,2,-0.708,3,0.048,1,-0.748,2,-0.579
10010689,Newfoundland and Labrador,834,3,-0.375,4,0.276,1,-0.784,3,-0.110
10010690,Newfoundland and Labrador,152,3,-0.458,5,1.887,1,-0.740,4,0.153
10010691,Newfoundland and Labrador,473,2,-0.639,5,1.344,2,-0.706,4,0.218
10010692,Newfoundland and Labrador,600,1,-0.858,5,1.105,2,-0.652,5,0.494
10010694,Newfoundland and Labrador,409,1,-0.839,4,0.589,1,-0.825,4,0.039
10010695,Newfoundland and Labrador,524,2,-0.774,5,0.949,1,-0.753,4,0.152
10010696,Newfoundland and Labrador,447,1,-1.086,5,1.754,2,-0.717,5,1.245
10010697,Newfoundland and Labrador,538,3,-0.260,5,1.288,2,-0.611,5,0.487
10010698,Newfoundland and Labrador,506,3,-0.399,4,0.466,2,-0.661,4,0.034
10010699,Newfoundland and Labrador,571,1,-1.052,5,0.752,1,-0.753,4,0.160
10010700,Newfoundland and Labrador,355,1,-0.874,5,1.400,1,-0.785,4,0.189
10010701,Newfoundland and Labrador,310,1,-1.047,4,0.266,2,-0.716,4,0.159
10010702,Newfoundland and Labrador,633,2,-0.541,5,2.187,1,-0.835,5,0.462
10010703,Newfoundland and Labrador,168,3,-0.421,5,1.979,2,-0.668,5,1.476
10010704,Newfoundland and Labrador,310,1,-0.939,5,1.839,1,-0.798,4,0.113
10010705,Newfoundland and Labrador,192,3,-0.504,5,0.745,1,-0.745,5,0.430
10010706,Newfoundland and Labrador,634,1,-0.895,5,1.495,2,-0.645,5,0.672
10010707,Newfoundland and Labrador,534,2,-0.684,5,1.724,1,-0.759,5,0.661
10010708,Newfoundland and Labrador,339,1,-0.916,5,1.616,2,-0.681,5,0.844
10010709,Newfoundland and Labrador,409,1,-1.328,5,2.015,2,-0.679,5,0.560
10010710,Newfoundland and Labrador,416,2,-0.763,5,0.786,1,-0.847,3,-0.083
10010711,Newfoundland and Labrador,215,2,-0.550,4,0.516,1,-0.743,5,0.843
10010712,Newfoundland and Labrador,624,2,-0.619,4,0.529,1,-0.823,3,-0.191
10010713,Newfoundland and Labrador,290,2,-0.817,4,0.206,1,-0.762,5,1.105
10010714,Newfoundland and Labrador,300,2,-0.713,5,2.862,1,-0.921,4,0.158
10010715,Newfoundland and Labrador,261,2,-0.578,5,1.173,1,-0.764,5,0.679
10010716,Newfoundland and Labrador,315,1,-1.306,5,2.068,1,-0.805,5,0.783
10010717,Newfoundland and Labrador,616,2,-0.753,5,1.300,1,-0.762,5,0.656
10010718,Newfoundland and Labrador,503,1,-0.920,5,1.046,2,-0.717,5,0.437
10010719,Newfoundland and Labrador,709,1,-0.937,4,0.458,1,-0.749,3,-0.198
10010720,Newfoundland and Labrador,372,1,-0.872,5,0.821,2,-0.550,4,0.101
10010721,Newfoundland and Labrador,552,3,-0.434,4,0.529,2,-0.720,5,0.394
10010722,Newfoundland and Labrador,509,1,-0.854,5,1.338,1,-0.801,3,-0.147
10010723,Newfoundland and Labrador,108,2,-0.703,5,1.887,1,-0.787,4,0.210
10010724,Newfoundland and Labrador,358,2,-0.613,5,1.755,1,-0.798,4,0.133
10010725,Newfoundland and Labrador,141,1,-1.253,5,2.625,2,-0.697,5,0.635
10010726,Newfoundland and Labrador,278,2,-0.769,5,2.855,1,-0.764,4,0.233
10010727,Newfoundland and Labrador,164,2,-0.607,5,1.984,2,-0.654,5,0.804
10010728,Newfoundland and Labrador,201,2,-0.657,5,2.671,1,-0.796,5,0.528
10010729,Newfoundland and Labrador,353,2,-0.701,5,1.921,1,-0.827,4,0.360
10010730,Newfoundland and Labrador,242,1,-0.999,5,2.413,1,-0.733,5,1.011
10010731,Newfoundland and Labrador,302,2,-0.749,5,2.672,1,-0.749,5,0.399
10010733,Newfoundland and Labrador,69,3,-0.189,5,1.759,1,-1.112,3,-0.070
10010734,Newfoundland and Labrador,211,1,-1.019,5,1.092,2,-0.713,5,0.493
10010735,Newfoundland and Labrador,258,2,-0.677,5,2.379,1,-0.796,4,0.285
10010736,Newfoundland and Labrador,120,4,0.139,5,1.678,1,-0.800,3,-0.055
10010737,Newfoundland and Labrador,361,2,-0.564,4,0.470,1,-0.757,4,0.341
10010738,Newfoundland and Labrador,288,3,-0.287,5,1.299,1,-0.848,4,0.131
10010739,Newfoundland and Labrador,40,3,-0.180,5,2.268,3,-0.521,5,1.870
10010740,Newfoundland and Labrador,318,2,-0.725,5,0.823,1,-0.743,4,0.347
10010741,Newfoundland and Labrador,810,3,-0.356,4,0.282,1,-0.842,4,0.075
10010742,Newfoundland and Labrador,558,2,-0.709,5,0.749,1,-0.839,4,0.096
10010743,Newfoundland and Labrador,449,1,-0.864,4,0.358,1,-0.764,3,-0.091
10010744,Newfoundland and Labrador,451,3,-0.345,5,1.272,1,-0.791,4,0.367
10010745,Newfoundland and Labrador,71,3,-0.377,5,1.496,1,-0.857,4,-0.019
10010746,Newfoundland and Labrador,109,1,-1.340,5,1.300,1,-0.777,5,0.774
10010747,Newfoundland and Labrador,223,2,-0.784,5,1.382,1,-0.741,4,0.163
10010748,Newfoundland and Labrador,262,3,-0.205,5,2.003,1,-0.889,4,0.324
10010749,Newfoundland and Labrador,96,1,-1.168,5,1.058,1,-0.753,5,0.418
10010750,Newfoundland and Labrador,355,2,-0.725,4,0.681,1,-0.934,4,0.064
10010751,Newfoundland and Labrador,215,2,-0.538,4,0.419,1,-0.937,1,-0.778
10010752,Newfoundland and Labrador,212,3,-0.319,5,1.514,1,-0.766,5,0.504
10010753,Newfoundland and Labrador,464,2,-0.561,4,0.388,1,-0.827,4,0.288
10010754,Newfoundland and Labrador,326,1,-0.849,5,1.250,2,-0.718,5,0.470
10010755,Newfoundland and Labrador,225,3,-0.395,3,-0.152,1,-0.808,4,0.049
10010756,Newfoundland and Labrador,398,4,0.241,5,1.353,1,-0.784,4,0.187
10010757,Newfoundland and Labrador,285,5,0.983,5,1.487,3,-0.514,4,0.235
10010758,Newfoundland and Labrador,410,3,-0.110,5,0.885,2,-0.678,4,0.329
10010759,Newfoundland and Labrador,414,2,-0.581,4,0.379,2,-0.713,4,0.264
10010760,Newfoundland and Labrador,232,3,-0.473,5,1.187,1,-0.855,5,0.395
10010761,Newfoundland and Labrador,619,1,-0.939,5,0.872,1,-0.764,3,-0.252
10010762,Newfoundland and Labrador,709,1,-0.937,4,0.439,2,-0.706,4,-0.007
10010764,Newfoundland and Labrador,502,3,-0.429,4,0.241,1,-0.780,4,0.039
10010765,Newfoundland and Labrador,429,2,-0.635,5,1.741,1,-0.762,3,-0.067
10010766,Newfoundland and Labrador,537,2,-0.751,4,0.449,2,-0.667,4,0.276
10010767,Newfoundland and Labrador,465,3,-0.431,5,1.755,2,-0.565,4,0.345
10010768,Newfoundland and Labrador,984,3,-0.376,3,-0.237,2,-0.609,4,-0.016
10010769,Newfoundland and Labrador,1002,2,-0.633,2,-0.446,1,-0.786,4,0.084
10010770,Newfoundland and Labrador,509,1,-0.998,3,-0.254,1,-0.788,3,-0.319
10010771,Newfoundland and Labrador,757,1,-0.948,2,-0.397,1,-0.740,3,-0.223
10010772,Newfoundland and Labrador,784,1,-1.160,1,-1.011,1,-0.755,1,-0.644
10010773,Newfoundland and Labrador,287,4,0.295,2,-0.625,4,0.618,2,-0.469
10010774,Newfoundland and Labrador,476,4,0.128,2,-0.391,1,-0.889,3,-0.046
10010775,Newfoundland and Labrador,2126,1,-0.874,2,-0.552,3,-0.254,1,-1.062
10010776,Newfoundland and Labrador,820,1,-1.022,2,-0.607,1,-0.747,1,-0.740
10010777,Newfoundland and Labrador,845,2,-0.712,3,-0.241,2,-0.696,2,-0.558
10010778,Newfoundland and Labrador,592,2,-0.787,3,-0.303,1,-0.733,3,-0.133
10010779,Newfoundland and Labrador,471,3,-0.237,2,-0.658,2,-0.670,4,0.008
10010780,Newfoundland and Labrador,464,3,-0.257,2,-0.527,2,-0.724,3,-0.237
10010781,Newfoundland and Labrador,1601,1,-1.061,1,-1.252,1,-0.815,1,-0.746
10010782,Newfoundland and Labrador,449,3,-0.483,4,0.138,1,-0.791,3,-0.131
10010783,Newfoundland and Labrador,382,3,-0.504,3,-0.050,2,-0.582,4,0.136
10010784,Newfoundland and Labrador,421,3,-0.303,3,-0.087,3,-0.498,4,0.129
10010785,Newfoundland and Labrador,1034,2,-0.662,2,-0.560,1,-0.776,3,-0.246
10010786,Newfoundland and Labrador,551,1,-1.001,2,-0.749,2,-0.624,2,-0.584
10010787,Newfoundland and Labrador,1042,1,-0.866,1,-1.167,1,-0.742,1,-0.669
10010788,Newfoundland and Labrador,453,1,-0.824,3,-0.027,2,-0.660,4,-0.036
10010789,Newfoundland and Labrador,728,1,-1.038,2,-0.430,1,-0.747,2,-0.423
10010790,Newfoundland and Labrador,1038,2,-0.621,3,-0.122,1,-0.767,4,0.018
10010791,Newfoundland and Labrador,303,3,-0.193,5,1.333,1,-0.786,5,0.878
10010792,Newfoundland and Labrador,912,2,-0.813,2,-0.623,1,-0.768,3,-0.217
10010793,Newfoundland and Labrador,770,1,-1.066,1,-1.068,1,-0.774,1,-0.626
10010794,Newfoundland and Labrador,373,1,-1.212,3,-0.038,1,-0.827,2,-0.497
10010795,Newfoundland and Labrador,532,1,-0.933,3,-0.122,3,-0.538,2,-0.452
10010796,Newfoundland and Labrador,469,2,-0.630,2,-0.329,1,-0.764,2,-0.368
10010798,Newfoundland and Labrador,560,1,-1.050,1,-0.853,2,-0.647,2,-0.501
10010799,Newfoundland and Labrador,562,1,-0.954,2,-0.475,2,-0.690,2,-0.465
10010800,Newfoundland and Labrador,512,2,-0.753,2,-0.588,1,-0.836,2,-0.535
10010801,Newfoundland and Labrador,1845,1,-0.968,1,-0.789,2,-0.677,2,-0.513
10010802,Newfoundland and Labrador,602,1,-0.878,4,0.145,1,-0.730,2,-0.512
10010803,Newfoundland and Labrador,706,3,-0.451,1,-1.201,1,-0.740,2,-0.510
10010804,Newfoundland and Labrador,1365,3,-0.452,1,-1.091,2,-0.654,2,-0.458
10010805,Newfoundland and Labrador,910,2,-0.668,2,-0.470,2,-0.645,2,-0.455
10010806,Newfoundland and Labrador,427,2,-0.755,2,-0.433,1,-0.777,4,-0.006
10010807,Newfoundland and Labrador,440,4,0.189,5,2.488,2,-0.693,5,0.695
10010808,Newfoundland and Labrador,471,4,0.471,5,1.942,2,-0.624,5,2.022
10010809,Newfoundland and Labrador,354,3,-0.371,5,2.056,1,-0.795,5,0.477
10010810,Newfoundland and Labrador,459,4,0.524,5,2.267,2,-0.555,5,1.979
10010811,Newfoundland and Labrador,412,4,-0.027,5,1.400,2,-0.675,5,1.526
10010812,Newfoundland and Labrador,2306,3,-0.389,1,-1.278,3,-0.307,1,-0.750
10010813,Newfoundland and Labrador,1054,4,0.281,1,-0.813,3,-0.480,4,0.002
10010814,Newfoundland and Labrador,1123,3,-0.124,2,-0.606,3,-0.525,2,-0.563
10010815,Newfoundland and Labrador,524,5,1.622,3,-0.148,3,-0.339,4,0.170
10010817,Newfoundland and Labrador,1349,2,-0.542,1,-1.169,1,-0.781,3,-0.300
10010818,Newfoundland and Labrador,970,2,-0.730,1,-1.095,2,-0.724,2,-0.584
10010820,Newfoundland and Labrador,416,1,-0.896,2,-0.346,1,-0.865,1,-0.881
10010821,Newfoundland and Labrador,348,1,-1.025,2,-0.763,1,-0.732,1,-0.876
10010822,Newfoundland and Labrador,359,3,-0.417,4,0.437,1,-0.736,3,-0.320
10010823,Newfoundland and Labrador,368,3,-0.228,4,0.300,1,-0.773,2,-0.466
10010824,Newfoundland and Labrador,1189,3,-0.410,2,-0.521,1,-0.738,1,-0.724
10010825,Newfoundland and Labrador,2352,3,-0.458,1,-0.830,1,-0.755,1,-0.888
10010826,Newfoundland and Labrador,528,2,-0.760,1,-0.842,1,-0.742,2,-0.467
10010827,Newfoundland and Labrador,1969,2,-0.593,1,-1.534,2,-0.625,1,-0.909
10020079,Newfoundland and Labrador,546,1,-0.839,5,2.272,1,-0.831,4,0.057
10020081,Newfoundland and Labrador,561,2,-0.714,5,1.098,2,-0.675,5,0.921
10020082,Newfoundland and Labrador,160,1,-0.871,5,1.687,1,-0.742,5,0.460
10020083,Newfoundland and Labrador,288,1,-0.902,5,1.745,2,-0.575,5,0.911
10020084,Newfoundland and Labrador,133,1,-1.187,5,0.785,1,-0.742,5,0.463
10020085,Newfoundland and Labrador,232,2,-0.538,5,3.034,2,-0.666,4,0.192
10020086,Newfoundland and Labrador,198,1,-0.916,5,2.722,2,-0.574,5,2.001
10020087,Newfoundland and Labrador,112,2,-0.519,5,1.409,1,-0.731,5,0.732
10020088,Newfoundland and Labrador,229,1,-1.026,5,2.246,1,-0.790,5,0.436
10020089,Newfoundland and Labrador,418,1,-1.050,5,1.551,2,-0.655,5,0.995
10020091,Newfoundland and Labrador,524,2,-0.759,5,1.414,3,-0.522,5,1.594
10020092,Newfoundland and Labrador,102,1,-0.914,5,1.103,2,-0.723,5,0.830
10020093,Newfoundland and Labrador,200,1,-1.052,5,1.910,2,-0.617,5,1.389
10020094,Newfoundland and Labrador,549,2,-0.817,5,1.109,1,-0.764,4,0.306
10020095,Newfoundland and Labrador,152,3,-0.505,5,2.376,2,-0.720,4,0.341
10020096,Newfoundland and Labrador,446,1,-0.892,3,0.001,2,-0.666,3,-0.086
10020097,Newfoundland and Labrador,454,2,-0.731,2,-0.509,1,-0.732,2,-0.374
10020098,Newfoundland and Labrador,1135,3,-0.370,4,0.583,2,-0.675,5,0.385
10020099,Newfoundland and Labrador,774,2,-0.579,5,0.934,1,-0.737,4,0.042
10020100,Newfoundland and Labrador,419,2,-0.565,5,1.739,1,-0.735,4,-0.039
10020101,Newfoundland and Labrador,233,4,0.108,4,0.427,1,-0.733,4,0.154
10020102,Newfoundland and Labrador,379,4,0.588,4,0.637,2,-0.557,5,1.809
10020103,Newfoundland and Labrador,499,4,0.386,5,1.048,1,-0.738,5,0.452
10020104,Newfoundland and Labrador,468,1,-0.877,3,0.089,2,-0.674,4,0.250
10020105,Newfoundland and Labrador,201,1,-1.028,5,1.228,1,-0.776,3,-0.123
10020106,Newfoundland and Labrador,343,2,-0.582,5,1.168,2,-0.605,5,0.780
10020107,Newfoundland and Labrador,521,2,-0.740,5,0.792,2,-0.651,4,0.358
10020108,Newfoundland and Labrador,311,1,-0.934,5,0.731,2,-0.715,5,0.882
10020110,Newfoundland and Labrador,573,1,-1.111,4,0.444,2,-0.567,2,-0.509
10020111,Newfoundland and Labrador,496,2,-0.622,4,0.430,3,-0.462,3,-0.068
10020112,Newfoundland and Labrador,545,1,-0.831,5,0.786,1,-0.771,4,0.009
10020113,Newfoundland and Labrador,290,2,-0.777,5,0.751,2,-0.683,5,0.724
10020114,Newfoundland and Labrador,539,2,-0.558,5,1.147,2,-0.686,5,0.834
10020115,Newfoundland and Labrador,266,2,-0.815,4,0.673,1,-0.746,4,0.355
10020116,Newfoundland and Labrador,409,1,-1.127,5,1.758,1,-0.777,5,0.537
10020117,Newfoundland and Labrador,85,3,-0.175,5,2.948,1,-0.791,5,1.140
10020118,Newfoundland and Labrador,328,2,-0.620,5,1.142,1,-0.807,5,0.497
10020119,Newfoundland and Labrador,370,2,-0.530,4,0.409,2,-0.701,5,1.029
10020120,Newfoundland and Labrador,439,3,-0.423,5,1.180,2,-0.685,4,0.138
10020122,Newfoundland and Labrador,290,2,-0.537,5,2.619,2,-0.652,5,0.989
10020123,Newfoundland and Labrador,308,2,-0.723,4,0.230,1,-0.743,4,0.315
10020124,Newfoundland and Labrador,220,2,-0.645,5,1.131,1,-0.728,5,0.618
10020125,Newfoundland and Labrador,282,1,-1.004,5,0.981,2,-0.689,5,0.789
10020126,Newfoundland and Labrador,104,2,-0.638,4,0.345,1,-0.754,5,1.400
10020127,Newfoundland and Labrador,246,1,-0.838,5,1.429,2,-0.581,5,1.448
10020128,Newfoundland and Labrador,411,2,-0.605,5,1.332,1,-0.741,5,0.773
10020129,Newfoundland and Labrador,409,1,-0.830,5,1.517,1,-0.768,5,0.954
10020130,Newfoundland and Labrador,581,2,-0.798,5,1.525,2,-0.716,5,1.178
10020131,Newfoundland and Labrador,419,2,-0.674,5,1.409,1,-0.767,5,0.528
10020132,Newfoundland and Labrador,366,2,-0.623,5,2.043,1,-0.790,4,0.118
10020133,Newfoundland and Labrador,210,3,-0.140,5,1.507,1,-0.980,4,0.089
10020134,Newfoundland and Labrador,456,3,-0.367,5,0.949,2,-0.662,4,0.353
10020135,Newfoundland and Labrador,378,2,-0.770,5,2.364,2,-0.672,5,0.411
10020136,Newfoundland and Labrador,386,1,-0.940,4,0.613,1,-0.783,4,0.051
10020137,Newfoundland and Labrador,132,1,-1.070,5,1.735,1,-0.802,4,0.358
10030057,Newfoundland and Labrador,83,1,-1.248,5,1.436,1,-0.862,5,1.240
10030058,Newfoundland and Labrador,550,1,-0.827,5,1.359,2,-0.685,5,0.802
10030059,Newfoundland and Labrador,226,1,-1.015,5,2.083,2,-0.618,5,0.635
10030060,Newfoundland and Labrador,380,3,-0.391,5,0.831,2,-0.567,5,2.617
10030062,Newfoundland and Labrador,228,1,-1.556,5,3.739,1,-0.779,4,0.207
10030063,Newfoundland and Labrador,412,1,-0.833,5,1.877,1,-0.736,5,1.014
10030064,Newfoundland and Labrador,182,1,-1.394,5,1.354,2,-0.608,5,1.557
10030066,Newfoundland and Labrador,297,2,-0.516,3,-0.052,1,-0.851,3,-0.236
10030067,Newfoundland and Labrador,283,2,-0.653,5,1.400,2,-0.579,5,1.196
10030068,Newfoundland and Labrador,1042,1,-0.941,5,0.724,2,-0.641,4,0.348
10030069,Newfoundland and Labrador,95,1,-0.977,5,1.842,2,-0.574,4,0.270
10030070,Newfoundland and Labrador,242,1,-1.084,5,1.335,1,-0.777,4,0.216
10030071,Newfoundland and Labrador,113,1,-0.927,5,2.292,2,-0.725,5,0.928
10030072,Newfoundland and Labrador,386,1,-1.214,5,1.971,1,-0.776,5,0.661
10030073,Newfoundland and Labrador,128,1,-1.287,5,1.402,2,-0.712,5,1.681
10030074,Newfoundland and Labrador,414,2,-0.777,5,2.070,2,-0.713,5,1.225
10030075,Newfoundland and Labrador,336,1,-0.852,5,2.253,1,-0.759,5,1.114
10030076,Newfoundland and Labrador,417,1,-1.053,5,0.872,2,-0.710,5,0.596
10030077,Newfoundland and Labrador,115,2,-0.788,5,1.669,3,-0.492,5,2.331
10030078,Newfoundland and Labrador,54,1,-1.590,5,1.292,3,-0.533,5,1.505
10030079,Newfoundland and Labrador,364,2,-0.759,5,2.127,1,-0.748,5,1.188
10030080,Newfoundland and Labrador,312,1,-1.282,5,1.778,3,-0.532,5,1.925
10030081,Newfoundland and Labrador,324,1,-0.888,5,0.837,2,-0.668,5,1.065
10030082,Newfoundland and Labrador,696,1,-1.210,5,0.841,2,-0.676,5,0.811
10030083,Newfoundland and Labrador,394,2,-0.625,5,1.430,2,-0.655,5,1.050
10030084,Newfoundland and Labrador,315,1,-1.181,5,1.518,2,-0.717,5,1.134
10030085,Newfoundland and Labrador,660,3,-0.423,5,0.776,2,-0.665,4,0.341
10030086,Newfoundland and Labrador,620,4,0.102,5,2.239,1,-0.875,5,0.761
10030087,Newfoundland and Labrador,1238,3,-0.448,5,1.150,2,-0.681,5,0.614
10030088,Newfoundland and Labrador,372,1,-0.921,4,0.439,2,-0.662,3,-0.194
10030089,Newfoundland and Labrador,493,2,-0.573,5,1.184,2,-0.676,4,0.056
10030090,Newfoundland and Labrador,278,4,0.337,5,1.486,1,-0.830,4,0.105
10030091,Newfoundland and Labrador,349,3,-0.179,5,1.386,1,-0.869,5,1.084
10030092,Newfoundland and Labrador,541,2,-0.654,5,1.251,1,-0.810,5,0.479
10030093,Newfoundland and Labrador,645,3,-0.503,5,0.701,1,-0.748,5,2.035
10030094,Newfoundland and Labrador,112,1,-1.229,5,0.894,2,-0.581,5,0.791
10030095,Newfoundland and Labrador,337,2,-0.717,5,1.677,2,-0.698,5,0.593
10030096,Newfoundland and Labrador,437,1,-1.266,5,1.744,2,-0.685,5,0.568
10030097,Newfoundland and Labrador,389,2,-0.724,3,0.053,1,-0.771,5,2.634
10030098,Newfoundland and Labrador,567,3,-0.398,2,-0.363,2,-0.712,5,3.315
10040077,Newfoundland and Labrador,58,2,-0.752,5,4.779,1,-1.045,5,1.252
10040078,Newfoundland and Labrador,351,1,-0.857,5,1.231,1,-0.927,5,1.147
10040079,Newfoundland and Labrador,450,2,-0.763,5,1.268,2,-0.725,5,1.571
10040080,Newfoundland and Labrador,466,2,-0.548,4,0.424,1,-0.817,4,0.252
10040081,Newfoundland and Labrador,470,4,0.061,3,-0.102,3,-0.402,5,0.544
10040082,Newfoundland and Labrador,385,5,1.034,5,1.009,2,-0.685,5,1.189
10040083,Newfoundland and Labrador,407,5,1.342,5,2.140,1,-0.806,5,1.719
10040084,Newfoundland and Labrador,337,4,-0.019,5,1.993,1,-0.825,5,1.458
10040085,Newfoundland and Labrador,351,4,0.123,5,0.994,1,-0.810,5,2.113
10040086,Newfoundland and Labrador,549,4,-0.029,5,0.980,1,-0.746,5,1.353
10040087,Newfoundland and Labrador,560,3,-0.377,4,0.640,2,-0.671,5,1.607
10040088,Newfoundland and Labrador,473,3,-0.179,5,1.734,1,-0.741,5,1.484
10040089,Newfoundland and Labrador,380,4,0.349,5,1.583,1,-0.785,5,1.609
10040090,Newfoundland and Labrador,485,4,0.008,5,1.111,1,-0.858,5,0.701
10040091,Newfoundland and Labrador,994,2,-0.595,3,-0.158,1,-0.746,4,0.249
10040092,Newfoundland and Labrador,454,2,-0.655,4,0.226,1,-0.833,5,0.742
10040093,Newfoundland and Labrador,575,1,-1.007,3,-0.131,1,-0.812,5,0.574
10040094,Newfoundland and Labrador,340,1,-0.861,4,0.478,2,-0.665,5,0.714
10040095,Newfoundland and Labrador,586,2,-0.618,4,0.321,2,-0.701,5,1.128
10040096,Newfoundland and Labrador,595,2,-0.618,5,1.333,1,-0.861,5,1.496
10040097,Newfoundland and Labrador,463,3,-0.430,5,1.884,2,-0.662,5,1.802
10040098,Newfoundland and Labrador,400,5,2.289,5,2.696,1,-0.765,5,1.273
10040099,Newfoundland and Labrador,238,5,3.079,5,1.414,1,-0.820,5,2.551
10040100,Newfoundland and Labrador,314,3,-0.184,5,1.826,2,-0.556,5,3.010
10040101,Newfoundland and Labrador,317,4,0.077,5,1.719,1,-0.746,5,1.921
10040102,Newfoundland and Labrador,401,4,0.434,5,2.121,2,-0.644,5,3.402
10040103,Newfoundland and Labrador,288,4,0.024,5,2.183,1,-0.807,5,3.234
